Province_State,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20
New Mexico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,7.0,0.0,5.0,5.0,0.0,8.0,9.0,2.0,3.0,0.0,13.0,7.0,6.0,9.0,6.0,0.0,6.0,7.0,11.0,8.0,7.0,13.0,5.0,6.0,7.0,3.0,9.0,10.0,9.0,8.0,11.0,12.0,11.0,11.0,6.0,6.0,5.0,6.0,7.0,11.0,8.0,0.0,15.0,3.0,5.0,4.0,6.0,9.0,7.0,5.0,6.0,5.0,8.0,8.0,4.0,5.0,4.0,4.0,4.0,6.0,10.0,0.0,11.0,4.0,5.0,7.0,5.0
New York,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,12.0,14.0,25.0,33.0,55.0,44.0,91.0,101.0,125.0,147.0,243.0,309.0,377.0,428.0,540.0,651.0,710.0,813.0,688.0,573.0,794.0,1024.0,1077.0,948.0,944.0,827.0,893.0,944.0,948.0,871.0,752.0,716.0,1026.0,1005.0,0.0,594.0,570.0,457.0,540.0,212.0,1054.0,260.0,399.0,244.0,565.0,110.0,452.0,159.0,510.0,291.0,125.0,499.0,521.0,99.0,369.0,29.0,347.0,296.0,193.0,164.0,237.0,171.0,183.0,107.0,219.0,78.0,107.0,110.0,178.0,110.0,88.0,73.0,182.0,45.0,117.0,64.0,74.0,133.0,51.0,51.0,155.0,62.0,44.0,94.0,43.0,41.0,84.0,38.0,178.0,37.0,30.0,31.0,53.0,30.0
North Carolina,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,2.0,7.0,6.0,7.0,4.0,7.0,8.0,13.0,10.0,7.0,6.0,0.0,5.0,18.0,18.0,20.0,27.0,10.0,13.0,18.0,27.0,20.0,16.0,13.0,11.0,19.0,16.0,23.0,19.0,24.0,13.0,12.0,3.0,8.0,30.0,20.0,21.0,17.0,21.0,13.0,11.0,25.0,25.0,16.0,26.0,9.0,10.0,7.0,0.0,33.0,2.0,47.0,3.0,6.0,6.0,11.0,43.0,32.0,43.0,10.0,8.0,11.0,13.0,38.0,7.0,9.0,13.0,4.0,9.0,27.0,22.0,16.0,15.0,6.0,5.0,8.0,29.0,12.0
North Dakota,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohio,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,6.0,4.0,11.0,15.0,10.0,16.0,10.0,11.0,17.0,23.0,25.0,26.0,20.0,18.0,16.0,6.0,21.0,50.0,38.0,45.0,11.0,33.0,20.0,38.0,48.0,53.0,46.0,34.0,21.0,17.0,25.0,46.0,138.0,39.0,27.0,19.0,17.0,18.0,78.0,90.0,46.0,35.0,25.0,10.0,16.0,79.0,47.0,51.0,47.0,29.0,15.0,32.0,63.0,61.0,56.0,35.0,84.0,13.0,18.0,15.0,42.0,54.0,33.0,18.0,6.0,52.0,52.0,41.0,40.0,17.0,15.0,7.0,27.0,17.0,36.0,33.0,18.0,46.0,3.0,16.0,24.0,12.0
Oklahoma,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,16.0,12.0,1.0,8.0,6.0,2.0,3.0,9.0,15.0,8.0,5.0,0.0,4.0,3.0,21.0,6.0,9.0,9.0,6.0,1.0,2.0,10.0,7.0,8.0,8.0,8.0,0.0,0.0,9.0,6.0,7.0,6.0,4.0,2.0,2.0,4.0,0.0,6.0,1.0,3.0,0.0,0.0,5.0,6.0,5.0,3.0,4.0,0.0,2.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0
Oregon,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,2.0,4.0,11.0,0.0,4.0,4.0,1.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,3.0,0.0,5.0,3.0,1.0,5.0,0.0,7.0,2.0,2.0,1.0,5.0,0.0,0.0,4.0,2.0,6.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,1.0
Pennsylvania,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,3.0,4.0,12.0,7.0,9.0,13.0,11.0,16.0,12.0,34.0,15.0,28.0,68.0,71.0,27.0,73.0,85.0,54.0,32.0,102.0,88.0,62.0,80.0,121.0,234.0,72.0,266.0,59.0,51.0,23.0,46.0,23.0,70.0,160.0,327.0,102.0,160.0,60.0,25.0,118.0,341.0,166.0,244.0,126.0,64.0,27.0,26.0,82.0,180.0,194.0,134.0,58.0,15.0,20.0,113.0,142.0,99.0,141.0,102.0,24.0,10.0,17.0,102.0,108.0,91.0,73.0,18.0,12.0,100.0,75.0,90.0,66.0,33.0,12.0,10.0,61.0,48.0,51.0,49.0,49.0,4.0,28.0,33.0,43.0
Rhode Island,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,8.0,2.0,3.0,5.0,8.0,0.0,13.0,7.0,0.0,17.0,0.0,7.0,31.0,19.0,13.0,5.0,16.0,10.0,8.0,13.0,13.0,11.0,7.0,6.0,12.0,15.0,13.0,17.0,24.0,21.0,14.0,15.0,18.0,11.0,19.0,4.0,8.0,14.0,18.0,6.0,11.0,10.0,10.0,7.0,26.0,6.0,18.0,23.0,18.0,11.0,0.0,26.0,21.0,22.0,16.0,18.0,7.0,2.0,12.0,10.0,14.0,16.0,0.0,0.0,27.0,9.0,4.0,11.0,10.0,0.0,0.0,18.0,14.0,11.0
South Carolina,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,5.0,3.0,6.0,4.0,4.0,3.0,0.0,16.0,5.0,8.0,2.0,0.0,15.0,9.0,5.0,5.0,3.0,1.0,3.0,1.0,16.0,10.0,7.0,9.0,8.0,3.0,15.0,39.0,13.0,12.0,11.0,8.0,8.0,13.0,9.0,11.0,4.0,10.0,1.0,15.0,9.0,7.0,9.0,9.0,0.0,5.0,6.0,8.0,8.0,9.0,3.0,6.0,10.0,5.0,6.0,20.0,4.0,13.0,4.0,7.0,6.0,1.0,0.0,0.0,38.0,0.0,7.0,11.0,11.0,7.0,13.0,5.0,6.0,1.0,2.0,5.0,10.0
South Dakota,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0
Tennessee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,9.0,1.0,12.0,5.0,9.0,3.0,12.0,7.0,8.0,14.0,4.0,8.0,0.0,3.0,15.0,0.0,12.0,5.0,1.0,6.0,4.0,5.0,0.0,14.0,0.0,8.0,4.0,3.0,4.0,7.0,4.0,5.0,5.0,1.0,9.0,7.0,13.0,0.0,4.0,0.0,1.0,8.0,15.0,7.0,14.0,3.0,5.0,3.0,3.0,4.0,0.0,8.0,2.0,14.0,7.0,2.0,5.0,10.0,3.0,5.0,3.0,0.0,0.0,17.0,7.0,13.0,7.0,9.0,1.0,3.0,14.0,2.0,4.0,25.0,6.0,2.0,8.0,11.0,5.0
Texas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,6.0,5.0,4.0,7.0,8.0,9.0,12.0,11.0,23.0,16.0,20.0,14.0,10.0,29.0,21.0,28.0,28.0,17.0,22.0,37.0,33.0,39.0,37.0,25.0,14.0,17.0,26.0,23.0,48.0,20.0,14.0,13.0,15.0,53.0,35.0,58.0,28.0,23.0,15.0,23.0,24.0,29.0,31.0,40.0,41.0,28.0,23.0,29.0,26.0,63.0,45.0,38.0,25.0,7.0,38.0,38.0,34.0,10.0,8.0,50.0,5.0,13.0,35.0,30.0,8.0,33.0,23.0,8.0,33.0,28.0,32.0,36.0,21.0,8.0,7.0,19.0,38.0,25.0,26.0,15.0,13.0,17.0,48.0,40.0
Utah,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,6.0,2.0,3.0,0.0,5.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,8.0,2.0,2.0,1.0,4.0,0.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,8.0,0.0,0.0,4.0,2.0,4.0
Vermont,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,7.0,0.0,12.0,7.0,7.0,5.0,6.0,0.0,14.0,0.0,0.0,43.0,12.0,9.0,11.0,8.0,5.0,41.0,13.0,23.0,27.0,19.0,23.0,24.0,25.0,24.0,38.0,26.0,12.0,11.0,32.0,30.0,30.0,29.0,36.0,43.0,24.0,29.0,24.0,32.0,43.0,15.0,12.0,11.0,42.0,36.0,28.0,22.0,25.0,7.0,5.0,27.0,33.0,25.0,36.0,23.0,12.0,37.0,28.0,45.0,57.0,20.0,12.0,5.0,17.0,15.0,21.0,17.0,9.0,7.0,11.0,5.0,19.0,18.0,6.0,14.0,7.0,5.0,6.0,18.0,13.0
Washington,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,6.0,2.0,1.0,8.0,7.0,12.0,6.0,10.0,11.0,3.0,12.0,7.0,17.0,17.0,7.0,31.0,10.0,7.0,20.0,9.0,37.0,20.0,24.0,21.0,45.0,19.0,26.0,30.0,27.0,12.0,11.0,7.0,17.0,22.0,27.0,24.0,10.0,23.0,7.0,21.0,22.0,25.0,11.0,15.0,12.0,15.0,22.0,15.0,13.0,10.0,6.0,4.0,7.0,21.0,8.0,21.0,14.0,16.0,10.0,14.0,17.0,12.0,9.0,8.0,8.0,2.0,1.0,29.0,6.0,7.0,6.0,0.0,11.0,9.0,8.0,17.0,11.0,5.0,7.0,0.0,5.0,6.0,6.0,3.0,11.0,4.0,4.0,4.0,15.0,0.0,18.0,10.0,9.0,4.0,3.0,11.0,0.0
West Virginia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,6.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Wisconsin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,1.0,2.0,5.0,2.0,11.0,13.0,3.0,20.0,4.0,14.0,8.0,11.0,17.0,9.0,7.0,10.0,16.0,13.0,14.0,9.0,6.0,8.0,10.0,14.0,4.0,10.0,5.0,3.0,6.0,9.0,19.0,8.0,8.0,11.0,7.0,5.0,1.0,13.0,9.0,12.0,10.0,14.0,2.0,9.0,9.0,3.0,13.0,11.0,8.0,0.0,6.0,8.0,14.0,6.0,9.0,11.0,3.0,4.0,3.0,22.0,11.0,18.0,20.0,4.0,3.0,12.0,9.0,10.0,7.0,12.0,2.0,0.0,15.0,10.0,11.0,7.0,2.0,1.0,2.0,9.0,10.0
Wyoming,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
